season,player_id,player_name,nationality,batting_type,bowling_type,matches,total_runs,total_balls_faced,total_wickets,total_overs,total_runs_conceded,total_mvp,mvp_std,batting_avg,true_strike_rate,bowling_avg,economy,consistency_score
2025,60689,Zawad Abrar,Bangladesh,Right-hand bat,Right-arm medium,1,2,7,0,0.0,0,16.5714,,2.0,28.57142857142857,inf,0.0,0.0
2025,60700,Ravi Singh,India,Left-hand bat,Right-arm Leg-Break,10,208,129,0,0.0,0,559.7141,64.43075616671229,20.8,161.24031007751938,inf,0.0,1.5520538008471227
2025,61443,Surya Pratap Singh,India,Right-hand bat,Slow left-arm orthodox,1,11,10,0,0.0,0,13.1,,11.0,110.00000000000001,inf,0.0,0.0
2025,61889,Gedak Ete,India,Right-hand bat,Right-arm medium,7,112,94,0,0.0,0,220.0429,34.51335247074674,16.0,119.14893617021276,inf,0.0,2.897429337957223
2025,61890,Namam Tatang,India,Right-hand bat,Right-arm medium-fast,3,22,29,0,0.0,0,18.564700000000002,6.859970507468186,7.333333333333333,75.86206896551724,inf,0.0,14.577322146084134
2025,62028,Honey Khari,India,Left-hand bat,Slow left-arm orthodox,4,94,102,3,14.0,95,218.8159,34.71166870476219,23.5,92.15686274509804,31.666666666666668,6.785714285714286,2.8808756170884036
2025,62036,Amit Yadav,India,Right-hand bat,None,8,274,187,0,0.0,0,514.4619,58.25097592631727,34.25,146.524064171123,inf,0.0,1.7167094355035672
2025,62459,Esakkimuthu A,India,Right-hand bat,Right-arm medium,7,0,0,11,26.2,202,237.7621951219512,33.69123026607146,0.0,0.0,18.363636363636363,7.709923664122138,2.9681314457876704
2025,62473,Sharad Chahar,India,Right-hand bat,Right-arm medium,3,6,13,1,7.2,85,18.705233333333332,7.025376929495063,2.0,46.15384615384615,85.0,11.805555555555555,14.234111707254309
2025,62505,Lindum Kamte,India,Right-hand bat,None,4,59,55,0,0.0,0,77.8656,9.115757709227102,14.75,107.27272727272728,inf,0.0,10.970015130917592
2025,62525,Nabam Natung,India,Right-hand bat,Right-arm offbreak,8,113,96,2,9.6,92,164.7926870967742,33.50114067110946,14.125,117.70833333333333,46.0,9.583333333333334,2.9849729888820615
2025,62526,Krains Fuletra,India,Right-hand bat,Left-arm Chinaman,9,1,1,10,28.0,213,183.41666666666666,31.235666465883217,0.1111111111111111,100.0,21.3,7.607142857142857,3.201468427421704
2025,62569,Michael Clarke,West Indies,Right-hand bat,Right-arm medium,2,0,4,2,7.0,67,35.583333333333336,37.41773383778814,0.0,0.0,33.5,9.571428571428571,2.672529566689313
2025,62650,Roshan Madhav,India,Right-hand bat,Right-arm offbreak,7,140,127,10,19.6,158,440.1437921568628,51.498134882608596,20.0,110.23622047244095,15.8,8.061224489795919,1.9418178974433293
2025,62679,Ritesh Paul,India,Right-hand bat,Right-arm offbreak,7,79,72,0,0.0,0,121.5205,23.2036725490251,11.285714285714286,109.72222222222223,inf,0.0,4.30966261003375
2025,62680,Jubin Doley,India,Right-hand bat,Right-arm medium,3,11,41,1,5.1,37,23.287290909090913,12.42886021758268,3.6666666666666665,26.82926829268293,37.0,7.254901960784315,8.045790060341451
2025,62681,Saibal Ghose,India,Right-hand bat,Right-arm Leg-Break,3,15,26,0,2.4,28,2.2744333333333326,0.6707575289123426,5.0,57.692307692307686,inf,11.666666666666668,149.08516966205892
2025,62686,Jayesh Halakr,India,Right-hand bat,Right-arm offbreak,2,6,10,0,0.0,0,11.625,7.513009550107068,3.0,60.0,inf,0.0,13.310245292923247
2025,62693,Damian Sereng,India,Left-hand bat,Right-arm offbreak,3,4,19,4,11.0,118,72.22426666666667,11.25233895001061,1.3333333333333333,21.052631578947366,29.5,10.727272727272727,8.887041213765224
2025,62694,Khalid Alam,India,Right-hand bat,Slow left-arm orthodox,6,68,59,5,19.2,132,288.9604,64.58925384113573,11.333333333333334,115.2542372881356,26.4,6.875,1.5482451654567932
2025,62695,Abhishant Bakshi,India,Right-hand bat,Right-arm medium-fast,5,84,82,5,11.0,65,253.5299666666667,58.40266593669809,16.8,102.4390243902439,13.0,5.909090909090909,1.7122506035664318
2025,62698,Ben Mayes,England,Right-hand bat,Right-arm offbreak,3,19,20,0,0.0,0,29.3213,9.941361554803917,6.333333333333333,95.0,inf,0.0,10.058984320078116
2025,62779,Mohammad Azab,Pakistan,Left-hand bat,Left-arm medium,1,0,2,0,2.1,24,-8.428571428571429,,0.0,0.0,inf,11.428571428571429,0.0
2025,62781,Utpal Gayari,India,Right-hand bat,Right-arm medium,1,3,4,1,4.0,51,15.5,,3.0,75.0,51.0,12.75,0.0
2025,62852,Aditya Anand,India,Left-hand bat,Left-arm Chinaman,4,64,64,3,8.0,54,154.1875,41.77654392593807,16.0,100.0,18.0,6.75,2.393687715701929
2025,62853,Badal Kanaujiya,India,Right-hand bat,Right-arm medium,3,25,49,2,6.5,41,59.3143,17.124446635244404,8.333333333333334,51.02040816326531,20.5,6.3076923076923075,5.83960475512164
2025,62856,Pramod Yadav,India,Right-hand bat,None,7,69,49,0,0.0,0,170.6625,20.834631447652818,9.857142857142858,140.81632653061226,inf,0.0,4.7997009330954965
2025,62857,Pankaj Vishwakarma,India,Right-hand bat,Right-arm medium,4,34,60,0,1.0,17,7.7822,10.984258094048348,8.5,56.666666666666664,inf,17.0,9.10393757537284
2025,62859,Anupam Phukan,India,Right-hand bat,Right-arm Leg-Break,1,0,0,0,1.0,13,-12.0,,0.0,0.0,inf,13.0,0.0
2025,62861,Saurabh Tripathi,India,Right-hand bat,Right-arm fast-medium,5,78,74,5,13.1,99,220.1737,43.99700434765985,15.6,105.40540540540539,19.8,7.557251908396947,2.272882017371232
2025,62862,Vaibhav Pal,India,Left-hand bat,Slow left-arm orthodox,7,26,27,10,23.0,140,267.1205,17.04765491308744,3.7142857142857144,96.29629629629629,14.0,6.086956521739131,5.865909446772662
2025,62864,Peris Boruah,India,Right-hand bat,Right-arm Fast,3,0,0,3,9.0,67,73.16666666666666,29.330650129805118,0.0,0.0,22.333333333333332,7.444444444444445,3.4094027768713637
2025,62867,Rajnish Pandit,India,Right-hand bat,Right-arm offbreak,3,61,45,0,0.0,0,113.10000000000001,35.36506044106245,20.333333333333332,135.55555555555557,inf,0.0,2.8276496279896013
2025,62869,Tana James Tara,India,Right-hand bat,Right-arm medium,3,0,0,5,7.0,61,106.66666666666666,18.583395615241916,0.0,0.0,12.2,8.714285714285714,5.381147884403914
2025,62870,Aarmand Zuffri,India,Left-hand bat,None,3,42,44,0,0.0,0,67.49069999999999,15.27027679611604,14.0,95.45454545454545,inf,0.0,6.548669767756586
2025,62871,Jay Singh,India,Left-hand bat,Right-arm medium,5,110,109,2,7.0,34,184.52763333333334,25.141833017308468,22.0,100.91743119266054,17.0,4.857142857142857,3.9774347372029997
2025,62872,Priyangsu Kole,India,Right-hand bat,Right-arm Leg-Break,2,0,0,1,5.0,50,22.5,10.253048327204938,0.0,0.0,50.0,10.0,9.753196981883415
2025,62874,Rohit Shah,India,Right-hand bat,Right-arm medium-fast,2,0,8,1,4.0,36,20.0,14.142135623730951,0.0,0.0,36.0,9.0,7.071067811865475
2025,62875,Divya Jyoti Sharma,India,Right-hand bat,Left-arm medium,3,38,33,1,8.0,81,96.4599,16.645063162091034,12.666666666666666,115.15151515151516,81.0,10.125,6.007787355697695
2025,62876,Bhargav Jyoti Kalita,India,Right-hand bat,None,1,10,8,0,0.0,0,14.5,,10.0,125.0,inf,0.0,0.0
2025,62877,Akash Kumar Shah,India,Right-hand bat,None,1,1,3,0,0.0,0,0.3333,,1.0,33.33333333333333,inf,0.0,0.0
2025,62879,Yash Sharma,India,Right-hand bat,None,2,19,23,0,0.0,0,28.015400000000003,13.345226281333714,9.5,82.6086956521739,inf,0.0,7.4933161785253795
2025,62881,Ashutosh Kumar,India,Right-hand bat,Right-arm offbreak,3,58,50,6,12.0,85,226.115,30.749010688692625,19.333333333333332,115.99999999999999,14.166666666666666,7.083333333333333,3.2521371504408476
2025,62882,Ranjan Jyoti Khataniar,India,Left-hand bat,Right-arm Fast,1,11,12,1,3.0,36,33.0837,,11.0,91.66666666666666,36.0,12.0,0.0
2025,62883,Ikramul Ali,India,Right-hand bat,Right-arm Leg-Break,2,15,19,1,4.0,39,26.726300000000002,8.796337647282535,7.5,78.94736842105263,39.0,9.75,11.368367610455829
2025,62884,Hirakjyoti Mahanta,India,Right-hand bat,None,3,0,4,0,0.0,0,8.0,4.618802153517007,0.0,0.0,inf,0.0,21.650635094610962
2025,62888,Nilim Gogoi,India,Left-hand bat,Right-arm medium-fast,1,3,4,0,0.0,0,2.25,,3.0,75.0,inf,0.0,0.0
2025,62889,Sunil Ranjan Gogoi,India,Right-hand bat,Right-arm offbreak,3,70,41,3,9.0,77,220.84269999999998,13.503975813194177,23.333333333333332,170.73170731707316,25.666666666666668,8.555555555555555,7.405226533529046
2025,62898,Mashaikh Faraz,India,Right-hand bat,None,1,1,4,0,0.0,0,0.25,,1.0,25.0,inf,0.0,0.0
2025,62901,Rahul Romauld,India,Left-hand bat,Right-arm medium,3,6,15,1,4.0,28,41.266733333333335,20.089814666512353,2.0,40.0,28.0,7.0,4.977646716009266
2025,62902,Aman Kumar,India,Right-hand bat,Left-arm medium,4,8,17,1,6.0,71,28.236333333333334,6.841979653823398,2.0,47.05882352941176,71.0,11.833333333333334,14.615652933740973
2025,62904,Abhay Kumar,India,Right-hand bat,Right-arm offbreak,4,3,8,5,12.0,73,120.73806666666667,31.478295644971347,0.75,37.5,14.6,6.083333333333333,3.1767920705699004
2025,62906,Kumar Prabhuji,India,Right-hand bat,Right-arm offbreak,1,8,17,0,0.0,0,4.7648,,8.0,47.05882352941176,inf,0.0,0.0
2025,62907,Yuvraj Singh,India,Right-hand bat,Right-arm offbreak,5,118,78,4,11.0,81,312.1903666666667,90.94721145186489,23.6,151.28205128205127,20.25,7.363636363636363,1.0995389347690603
2025,62912,Mohammad Habib,India,Right-hand bat,Right-arm offbreak,6,91,87,0,0.0,0,122.52109999999999,18.4690986245043,15.166666666666666,104.59770114942528,inf,0.0,5.414449401841555
2025,62916,Ranjeesh Kumar,India,Right-hand bat,Right-arm medium,3,2,4,2,4.0,36,41.0,12.503332889007368,0.6666666666666666,50.0,18.0,9.0,7.997867519620918
2025,62918,Anuj Parihar,India,Right-hand bat,Right-arm medium,7,62,52,1,1.3,9,153.91606666666667,26.756536582582573,8.857142857142858,119.23076923076923,9.0,6.9230769230769225,3.7374044914727853
2025,62922,Divya Singh,India,Right-hand bat,Right-arm medium,12,131,101,8,27.4,231,368.53777438055164,23.202706748649344,10.916666666666666,129.7029702970297,28.875,8.430656934306569,4.309841997456659
2025,62923,Mandeep Boora,India,Right-hand bat,None,4,45,34,0,9.5,78,94.91166666666666,33.01024980943208,11.25,132.35294117647058,inf,8.210526315789474,3.0293621095659446
2025,62925,Gaurab,India,Right-hand bat,None,4,5,6,4,12.5,90,85.91666666666667,17.93589084923176,1.25,83.33333333333334,22.5,7.2,5.5754130553422305
2025,62926,Tarique Jameel,India,Left-hand bat,Slow left-arm orthodox,3,49,40,6,12.0,80,230.6167,41.800913695316915,16.333333333333332,122.50000000000001,13.333333333333334,6.666666666666667,2.3922922051152034
2025,62928,Ahsan Bhatti,Pakistan,Left-hand bat,Slow left-arm orthodox,2,53,50,1,6.5,59,86.55840476190477,15.43171319798204,26.5,106.0,59.0,9.076923076923077,6.480161905359718
2025,62930,Yusuf Nadeem,India,Right-hand bat,Right-arm medium,2,13,21,0,0.0,0,10.45,7.389265863399421,6.5,61.904761904761905,inf,0.0,13.53314413754158
2025,62932,Gokul Prasad Dewangan,India,Right-hand bat,Right-arm medium,2,50,30,0,0.0,0,113.84740000000001,14.338428466188331,25.0,166.66666666666669,inf,0.0,6.974265013478398
2025,63019,Aditya Raj,India,Right-hand bat,Slow left-arm orthodox,3,10,22,4,8.0,44,109.3125,37.27657399426616,3.3333333333333335,45.45454545454545,11.0,5.5,2.6826499671182735
2025,63042,Dilip Singh,India,Right-hand bat,None,5,41,36,6,17.0,82,228.3331,13.59618829385648,8.2,113.88888888888889,13.666666666666666,4.823529411764706,7.355002581509231
2025,63044,Arnav Bansal,India,Right-hand bat,None,3,6,16,0,0.0,0,12.904800000000002,3.840469597588295,2.0,37.5,inf,0.0,26.038482393610703
2025,63049,Mohit Soni,India,Right-hand bat,Right-arm medium,2,1,2,2,7.0,41,41.5,24.39518395093589,0.5,50.0,20.5,5.857142857142857,4.099169746008971
2025,63050,Ajai Jain,India,Right-hand bat,Right-arm Leg-Break,1,15,20,0,0.0,0,13.25,,15.0,75.0,inf,0.0,0.0
2025,63052,Gurtaj Singh Bains,India,Right-hand bat,None,8,181,140,0,0.0,0,294.4724,43.14278926521624,22.625,129.2857142857143,inf,0.0,2.317884441482432
2025,63053,Ritik Sandhu,India,Right-hand bat,Slow left-arm orthodox,2,1,1,1,4.0,35,30.333333333333336,18.14907405045472,0.5,100.0,35.0,8.75,5.509922970284786
2025,63059,Ivraj Ranauta,India,Left-hand bat,Slow left-arm orthodox,6,15,8,7,20.1,138,204.52711505376345,37.624368250760625,2.5,187.5,19.714285714285715,6.865671641791044,2.657851936104691
2025,63062,Karan Singh,India,Left-hand bat,Right-arm medium,6,56,54,2,8.5,95,63.61143333333332,22.683189600763495,9.333333333333334,103.7037037037037,47.5,11.176470588235293,4.408551079458159
2025,63063,Karthik Sandil,India,Right-hand bat,Left-arm medium,1,0,0,0,2.1,26,-9.38095238095238,,0.0,0.0,inf,12.38095238095238,0.0
2025,63065,Markanday Panchal,India,Left-hand bat,Slow left-arm orthodox,7,80,71,2,2.5,26,189.9408,20.05596378935702,11.428571428571429,112.67605633802818,13.0,10.4,4.9860480927406945
2025,63066,Arjit Singh,India,Right-hand bat,None,9,160,115,0,0.0,0,334.6164,44.046085474562894,17.77777777777778,139.1304347826087,inf,0.0,2.2703493153268095
2025,63067,Dhananjay Sharma,India,Right-hand bat,Right-arm medium,4,15,20,1,3.0,41,7.811299999999999,15.250674794332873,3.75,75.0,41.0,13.666666666666666,6.5570869058961145
2025,63068,Dushyant Thamman,India,Right-hand bat,Right-arm medium,6,94,78,0,0.0,0,160.3999,20.06620462563029,15.666666666666666,120.51282051282051,inf,0.0,4.983503450985014
2025,63069,Awanish Raghuvanshi,India,Right-hand bat,Right-arm medium,1,0,1,0,0.0,0,8.0,,0.0,0.0,inf,0.0,0.0
2025,63070,Ishaan Ishaan,India,Right-hand bat,Right-arm offbreak,6,7,3,7,20.0,146,163.16643333333332,17.05288372511838,1.1666666666666667,233.33333333333334,20.857142857142858,7.3,5.864110822071872
2025,63071,Yuvraj Singh,India,Right-hand bat,Right-arm medium,2,4,7,1,4.0,42,18.952266666666663,18.65423113493439,2.0,57.14285714285714,42.0,10.5,5.360714106984915
2025,63073,Aarush Bhandari,India,Right-hand bat,None,8,197,137,0,0.0,0,415.6581,53.64417647951672,24.625,143.7956204379562,inf,0.0,1.8641352437982452
2025,63074,Paras Kumar,India,Right-hand bat,Slow left-arm orthodox,5,31,36,3,10.0,82,94.7672,15.766832530882317,6.2,86.11111111111111,27.333333333333332,8.2,6.342427992694863
2025,63075,Rupesh Yadav,India,Right-hand bat,Right-arm medium,4,46,38,0,0.0,0,70.2296,13.259015768650904,11.5,121.05263157894737,inf,0.0,7.542037941944082
2025,63076,Meet Dahiya,India,Right-hand bat,Right-arm medium,2,8,8,0,0.0,0,10.1333,6.69396776545869,4.0,100.0,inf,0.0,14.938823057381082
2025,63077,Sahil Kumar,India,Left-hand bat,Slow left-arm orthodox,9,13,17,9,31.0,184,225.18376666666666,16.998901194677842,1.4444444444444444,76.47058823529412,20.444444444444443,5.935483870967742,5.882733175207162
2025,63086,Ashish Dahariya,India,Right-hand bat,Right-arm Leg-Break,10,337,231,4,6.0,28,752.468,71.91771662053176,33.7,145.8874458874459,7.0,4.666666666666667,1.3904779614686908
2025,63087,Jagjot Sasan,India,Right-hand bat,Right-arm offbreak,5,202,170,2,7.0,58,308.3787,40.724019774427966,40.4,118.82352941176471,29.0,8.285714285714286,2.4555532718504742
2025,63088,Ashit Singh,India,Left-hand bat,Slow left-arm orthodox,5,47,37,6,11.0,81,210.5,55.714885553344025,9.4,127.02702702702702,13.5,7.363636363636363,1.7948524708761242
2025,63089,Vedant Dighade,India,Right-hand bat,None,7,174,129,0,0.0,0,336.64279999999997,51.9435186183581,24.857142857142858,134.88372093023256,inf,0.0,1.9251680028595055
2025,63090,Arya Durugkar,India,Right-hand bat,Slow left-arm orthodox,5,0,0,5,19.0,158,92.66666666666666,28.568910355295124,0.0,0.0,31.6,8.31578947368421,3.50030850866755
2025,63091,Aditya Ahuja,India,Right-hand bat,Right-arm offbreak,7,119,81,0,0.0,0,262.3053,38.865919294648045,17.0,146.9135802469136,inf,0.0,2.572948274859674
2025,63092,Sanskar Chavate,India,Right-hand bat,Right-arm medium,3,6,4,0,6.2,54,2.666666666666668,9.365025558091325,2.0,150.0,inf,8.709677419354838,10.678027452215611
2025,63093,Varun Bisht,India,Right-hand bat,Right-arm offbreak,6,138,65,3,11.3,72,467.8659333333333,71.20863626159296,23.0,212.30769230769232,24.0,6.371681415929203,1.404324043401684
2025,63094,Vishesh Tiwari,India,Left-hand bat,Right-arm offbreak,6,91,67,0,0.0,0,148.15,12.929179228963712,15.166666666666666,135.82089552238804,inf,0.0,7.7344430167679805
2025,63095,Tejas Soni,India,Right-hand bat,Right-arm medium-fast,4,34,24,1,9.0,96,64.43193333333333,30.968262159131026,8.5,141.66666666666669,96.0,10.666666666666666,3.229112421166807
2025,63096,Akash Kombe,India,Right-hand bat,Right-arm offbreak,4,38,32,0,0.0,0,81.4102,18.484013175624675,9.5,118.75,inf,0.0,5.410080540944024
2025,63104,Dipender Kush,India,Right-hand bat,Right-arm Fast,4,56,58,0,0.0,0,70.99210000000001,19.988241116278843,14.0,96.55172413793103,inf,0.0,5.0029414503389145
2025,63125,Pushpak Gujar,India,Right-hand bat,Right-arm Leg-Break,6,31,43,5,18.0,121,144.78766666666667,24.286716890026455,5.166666666666667,72.09302325581395,24.2,6.722222222222222,4.11747707410654
2025,63131,Kartik Naidu,India,Left-hand bat,Slow left-arm orthodox,7,138,85,7,23.0,131,458.1615,59.76559549101967,19.714285714285715,162.35294117647058,18.714285714285715,5.695652173913044,1.6732034405149685
2025,63166,Gaurav Mishra,India,Left-hand bat,Slow left-arm orthodox,3,27,19,0,0.0,0,59.497499999999995,18.648733864528175,9.0,142.10526315789474,inf,0.0,5.362294337322834
2025,63167,Yash Thakur,India,Right-hand bat,Right-arm offbreak,1,0,2,0,0.0,0,0.0,,0.0,0.0,inf,0.0,0.0
2025,63271,Prabal Chokhande,India,Right-hand bat,None,3,32,38,0,0.0,0,49.4576,15.746761536688526,10.666666666666666,84.21052631578947,inf,0.0,6.350512120667419
2025,63387,Monu Paswan,India,Right-hand bat,Right-arm medium,2,20,21,3,6.2,43,111.08333333333334,22.922044823463917,10.0,95.23809523809523,14.333333333333334,6.935483870967742,4.3626125317421955
2025,63394,Arav Shetty,United Arab Emirates,Right-hand bat,Right-arm offbreak,1,6,9,0,0.0,0,4.0001999999999995,,6.0,66.66666666666666,inf,0.0,0.0
2025,63496,Hunny Saini,India,Right-hand bat,Right-arm medium,11,177,103,0,0.0,0,403.93840000000006,29.818814136685283,16.09090909090909,171.84466019417474,inf,0.0,3.3535874210695957
2025,63513,Sahibjit Singh Billing,India,Right-hand bat,Right-arm offbreak,2,10,9,1,7.0,51,29.0,27.577164466275352,5.0,111.11111111111111,51.0,7.285714285714286,3.6261886214694745
2025,63526,Atchayan,India,Right-hand bat,Slow left-arm orthodox,1,0,1,0,4.0,37,-5.25,,0.0,0.0,inf,9.25,0.0
2025,63536,Shobhit Shaudhary,India,Right-hand bat,Right-arm Leg-Break,10,130,99,1,5.0,56,296.9397333333333,29.647996728010956,13.0,131.31313131313132,56.0,11.2,3.372909168784466
2025,63538,Praveen Kumar S,India,Right-hand bat,Right-arm medium,6,5,5,2,14.0,137,29.0,12.588354406619901,0.8333333333333334,100.0,68.5,9.785714285714286,7.943850067282225
2025,63545,Rohit Chouhan,India,Right-hand bat,Right-arm Leg-Break,1,11,15,0,0.0,0,10.0663,,11.0,73.33333333333333,inf,0.0,0.0
2025,63547,Aahil Kachru,India,Right-hand bat,Right-arm Leg-Break,6,87,74,0,0.0,0,140.5949,15.517267920406178,14.5,117.56756756756756,inf,0.0,6.444433421716831
2025,63548,Shrikaran A,India,Left-hand bat,Right-arm medium-fast,12,275,182,0,0.0,0,547.8379,45.582831906989206,22.916666666666668,151.09890109890108,inf,0.0,2.193808410237606
2025,63564,Mohit Kumar,India,Right-hand bat,Right-arm medium,2,4,7,1,8.0,69,16.416800000000002,20.44726537021516,2.0,57.14285714285714,69.0,8.625,4.890629538445108
2025,63565,Arun Arun,India,Right-hand bat,Slow left-arm orthodox,2,6,3,3,3.0,36,53.0,41.71930009000631,3.0,200.0,12.0,12.0,2.396972139615415
2025,63566,Avinash,India,Right-hand bat,Right-arm medium,1,0,0,0,2.0,26,-12.0,,0.0,0.0,inf,13.0,0.0
2025,63567,Shubham Shubham,India,Left-hand bat,Right-arm medium,4,187,101,0,0.0,0,424.9072,68.1913546575126,46.75,185.14851485148515,inf,0.0,1.4664615551669944
2025,63568,Suraj Vashishi,India,Right-hand bat,Right-arm medium,4,130,93,0,0.0,0,241.461,71.63838828963607,32.5,139.78494623655914,inf,0.0,1.3958996340858076
2025,63569,Varun Varun,India,Right-hand bat,Right-arm medium,4,0,4,6,15.0,131,168.83333333333334,32.147338752825085,0.0,0.0,21.833333333333332,8.733333333333333,3.110677396001001
2025,63570,Aaryan Aaryan,India,Left-hand bat,Right-arm offbreak,2,22,19,0,1.0,11,30.090099999999993,33.76908641709159,11.0,115.78947368421053,inf,11.0,2.9612882849382287
2025,63575,Yaseen Saudagar,India,Right-hand bat,Right-arm medium,3,34,27,0,0.0,0,54.0159,20.384831597783684,11.333333333333334,125.92592592592592,inf,0.0,4.905608345122281
2025,63580,Prithvi Rajan Khanna,India,Left-hand bat,None,8,174,135,0,0.0,0,280.0719,37.59791713069973,21.75,128.88888888888889,inf,0.0,2.6597218045982465
2025,63600,Vikrant Auty,India,Left-hand bat,Right-arm medium,2,18,18,0,0.0,0,30.0006,4.714280910170713,9.0,100.0,inf,0.0,21.212142828455
2025,63662,Karthick Saran,India,Right-hand bat,Right-arm medium,3,94,52,1,3.0,46,183.956,34.965084017249744,31.333333333333332,180.76923076923077,46.0,15.333333333333334,2.859995987730669
2025,63663,Atul Atul,India,Right-hand bat,Right-arm medium,3,51,45,0,2.0,32,41.7733,25.85237893895518,17.0,113.33333333333333,inf,16.0,3.868115976333491
2025,63664,Dinesh Dinesh,India,Right-hand bat,Right-arm medium,3,47,40,0,0.0,0,65.6354,4.455543317411842,15.666666666666666,117.5,inf,0.0,22.443951921465885
2025,63665,Rajesh Kannan,India,Right-hand bat,Right-arm offbreak,1,7,6,0,2.0,34,-4.8331,,7.0,116.66666666666667,inf,17.0,0.0
2025,63666,Rajwinder Singh,India,Right-hand bat,Slow left-arm orthodox,1,17,15,0,4.0,43,13.516099999999998,,17.0,113.33333333333333,inf,10.75,0.0
2025,63667,Ravi Teja,India,Left-hand bat,Right-arm medium,3,77,62,1,9.0,88,128.60496666666666,32.55406461756834,25.666666666666668,124.19354838709677,88.0,9.777777777777779,3.071813033940878
2025,63668,Sasi Sasi,India,Right-hand bat,Slow left-arm orthodox,3,0,0,2,8.0,75,25.25,27.57300914541852,0.0,0.0,37.5,9.375,3.6267350970873564
2025,63669,Thanarai Selwan,India,Right-hand bat,Right-arm medium,3,0,6,0,0.0,0,12.0,6.928203230275509,0.0,0.0,inf,0.0,14.433756729740645
2025,63681,Pradyumn Sanan,India,Right-hand bat,Right-arm medium,11,0,0,16,36.0,290,304.1666666666667,27.468285201650136,0.0,0.0,18.125,8.055555555555555,3.6405621707318145
2025,63740,Alim Shaikh,India,Right-hand bat,Right-arm Leg-Break,8,4,7,5,17.0,119,124.2,27.504376275162365,0.5,57.14285714285714,23.8,7.0,3.6357850474255002
2025,63768,Ajinkya Patil,India,Right-hand bat,Right-arm medium,3,11,15,0,0.0,0,23.444200000000002,7.723766646742595,3.6666666666666665,73.33333333333333,inf,0.0,12.947050910992216
2025,63769,Vinay Kunwar,India,Left-hand bat,Slow left-arm orthodox,9,191,141,1,2.0,15,347.9001,29.48172229025978,21.22222222222222,135.46099290780143,15.0,7.5,3.3919320932291046
2025,63780,Abhinav Tiwari,India,Right-hand bat,Right-arm medium,1,12,9,0,0.0,0,16.9996,,12.0,133.33333333333331,inf,0.0,0.0
2025,63786,Aditya Giri,India,Right-hand bat,Right-arm medium,1,0,0,2,4.0,37,43.75,,0.0,0.0,18.5,9.25,0.0
2025,63788,Shubham Sharma,India,Right-hand bat,Right-arm medium,3,49,34,0,0.0,0,88.01,43.67594341663765,16.333333333333332,144.11764705882354,inf,0.0,2.289589924734324
2025,63793,Mittansh N,India,Right-hand bat,Right-arm medium,1,3,4,0,0.0,0,2.25,,3.0,75.0,inf,0.0,0.0
2025,63794,Rohan Tambe,India,Left-hand bat,Right-arm medium,1,10,8,0,0.0,0,13.5,,10.0,125.0,inf,0.0,0.0
2025,63803,Yash Gadia,India,Left-hand bat,Slow left-arm orthodox,2,27,19,1,5.0,35,64.6197,18.46941699255827,13.5,142.10526315789474,35.0,7.0,5.41435606983654
2025,63804,Bhavin Thakkar,India,Right-hand bat,Right-arm medium,1,17,16,2,2.4,33,51.3125,,17.0,106.25,16.5,13.75,0.0
2025,63805,Sachin Gupta,India,Right-hand bat,Slow left-arm orthodox,1,0,0,2,3.0,18,40.0,,0.0,0.0,9.0,6.0,0.0
2025,63806,Aayush Zimre,India,Left-hand bat,Right-arm medium,1,12,6,0,0.0,0,27.0,,12.0,200.0,inf,0.0,0.0
2025,63807,Anish Chaudhary,India,Right-hand bat,Right-arm medium,7,140,113,0,0.0,0,248.7742,24.04520163156011,20.0,123.8938053097345,inf,0.0,4.158833913405274
2025,63809,Gautam Waghela,India,Left-hand bat,Left-arm medium,1,3,4,0,0.0,0,2.25,,3.0,75.0,inf,0.0,0.0
2025,63810,Krutik Hangawadi,India,Right-hand bat,Right-arm medium,1,0,0,0,4.0,36,-3.0,,0.0,0.0,inf,9.0,0.0
2025,63811,Pratik Mishra,India,Right-hand bat,Right-arm medium,4,0,0,11,14.0,127,219.5,38.659033010841505,0.0,0.0,11.545454545454545,9.071428571428571,2.586717571853287
2025,63812,Rohith K R,India,Right-hand bat,Right-arm medium,2,30,28,0,0.0,0,39.614,28.01132802992389,15.0,107.14285714285714,inf,0.0,3.5699842539836806
2025,63833,Ayush Vartar,India,Right-hand bat,Right-arm medium,1,3,5,1,2.0,25,13.3,,3.0,60.0,25.0,12.5,0.0
2025,63853,Sourabh Singh,India,Right-hand bat,Right-arm Fast,9,161,90,4,11.0,94,460.6485666666666,58.96192445802249,17.88888888888889,178.88888888888889,23.5,8.545454545454545,1.6960097710378208
2025,63945,KN Ajeesh,India,Right-hand bat,Right-arm offbreak,5,105,80,2,5.0,35,205.9804,30.567113376830335,21.0,131.25,17.5,7.0,3.2714898121783174
2025,64046,Ajay Singh Janu,India,Right-hand bat,Right-arm medium,2,1,3,0,2.0,30,-16.6667,1.8856416533901672,0.5,33.33333333333333,inf,15.0,53.03234568466998
2025,64726,Dibakar Goala,India,Right-hand bat,Right-arm offbreak,4,59,46,0,1.0,6,102.7116,32.58675536584355,14.75,128.26086956521738,inf,6.0,3.0687314179434066
2025,64887,Vipin Chandra,India,Right-hand bat,Right-arm medium-fast,8,24,29,2,11.0,106,63.059333333333335,9.995660710448945,3.0,82.75862068965517,53.0,9.636363636363637,10.004341173311854
