season,player_id,player_name,nationality,batting_type,bowling_type,matches,total_runs,total_balls_faced,total_wickets,total_overs,total_runs_conceded,total_mvp,mvp_std,batting_avg,true_strike_rate,bowling_avg,economy,consistency_score
2022,33080,Tanay Valmik,India,Right-hand bat,Right-arm medium,1,10,6,0,1.0,7,20.666999999999998,,10.0,166.66666666666669,inf,7.0,0.0
2022,33081,Kush Marathe,India,Right-hand bat,Right-arm medium,2,24,28,0,0.0,0,31.493299999999998,10.484060112618586,12.0,85.71428571428571,inf,0.0,9.538289453304477
2022,33082,Santokh Singh,India,Right-hand bat,Right-arm medium-fast,4,0,0,5,13.0,117,97.75,26.677374152391135,0.0,0.0,23.4,9.0,3.7484948641782587
2022,33083,Bangalore Mohith,India,Left-hand bat,Right-arm medium,3,11,13,0,0.0,0,35.591,6.26404504560219,3.6666666666666665,84.61538461538461,inf,0.0,15.964125301143419
2022,33084,Rohan Patil,India,Left-hand bat,Left-arm medium,13,399,242,0,0.0,0,855.5081,100.88905091065669,30.692307692307693,164.87603305785123,inf,0.0,0.9911878355219735
2022,33087,Dhanush R Gowda,India,Right-hand bat,Right-arm medium-fast,1,0,0,0,2.0,38,-18.0,,0.0,0.0,inf,19.0,0.0
2022,33088,Kruthik Krishna,India,Left-hand bat,Right-arm medium,1,6,13,0,0.0,0,2.7689999999999997,,6.0,46.15384615384615,inf,0.0,0.0
2022,33089,Shashi Kumar Kamble,India,Right-hand bat,Right-arm offbreak,5,12,5,4,14.1,122,98.15591397849461,21.56876196396332,2.4,240.0,30.5,8.652482269503546,4.6363347218110205
2022,33090,Yashovardhan Mithilesh Parantap,India,Right-hand bat,Right-arm medium-fast,3,27,19,0,7.0,50,38.7491,5.59429298154229,9.0,142.10526315789474,inf,7.142857142857143,17.87535982293709
2022,33093,Sujay Sateri,India,Right-hand bat,Right-arm medium,6,62,52,0,0.0,0,128.892,17.435368111972856,10.333333333333334,119.23076923076923,inf,0.0,5.735468236620141
2022,33094,Rohith Kumar,India,Left-hand bat,Slow left-arm orthodox,4,0,0,4,12.0,115,71.0,17.142917768852232,0.0,0.0,28.75,9.583333333333334,5.8333127037274055
2022,33096,Raghuveer Pavalur,India,Right-hand bat,Right-arm medium,2,6,11,0,0.0,0,12.4583,8.337991031717412,3.0,54.54545454545454,inf,0.0,11.993296660982685
2022,33097,Amogh S,India,Left-hand bat,Slow left-arm orthodox,1,0,0,1,2.0,32,8.0,,0.0,0.0,32.0,16.0,0.0
2022,33099,Dilpreet Biling,United States of America,Right-hand bat,Right-arm medium,1,0,0,0,3.0,26,-0.6666666666666661,,0.0,0.0,inf,8.666666666666666,0.0
2022,33100,Rajveer Singh Khosa,United States of America,Right-hand bat,Right-arm medium,2,30,31,0,0.0,0,38.072,10.233249337331715,15.0,96.7741935483871,inf,0.0,9.772067180576942
2022,33101,Lieb Sauermann,United States of America,Right-hand bat,Right-arm medium,3,46,40,0,1.0,18,70.747,20.42300801383903,15.333333333333334,114.99999999999999,inf,18.0,4.896438366583318
2022,33102,Shabaka Mathlin,United States of America,Right-hand bat,Right-arm medium,2,3,8,0,0.0,0,1.1665999999999999,0.11780398974567875,1.5,37.5,inf,0.0,848.8676844976566
2022,33112,Thanuka Dabare,Sri Lanka,Left-hand bat,Right-arm Leg-Break,7,152,123,0,1.0,8,233.8569,39.9756478987193,21.714285714285715,123.57723577235772,inf,8.0,2.501522933495812
2022,33116,Junior Sinclair,West Indies,Right-hand bat,Right-arm offbreak,7,40,34,5,19.0,139,186.47703333333334,29.030352268953333,5.714285714285714,117.64705882352942,27.8,7.315789473684211,3.44467056663813
2022,33117,Ravendra Persaud,West Indies,Right-hand bat,Slow left-arm orthodox,2,17,9,0,0.0,0,41.0712,28.33461725028238,8.5,188.88888888888889,inf,0.0,3.5292518376617
2022,33161,Desmond Anthony,India,Right-hand bat,Right-arm medium,3,8,15,0,0.0,0,15.1429,8.619298509933005,2.6666666666666665,53.333333333333336,inf,0.0,11.601872227160777
2022,33234,Muhammad Abdullah Shah,United States of America,Right-hand bat,Right-arm medium,1,7,15,0,0.0,0,3.2669,,7.0,46.666666666666664,inf,0.0,0.0
2022,33449,Charan Sai Teja,India,Left-hand bat,Right-arm offbreak,1,5,6,0,1.0,15,-9.8335,,5.0,83.33333333333334,inf,15.0,0.0
2022,33498,Ajay Gouda,India,Right-hand bat,Right-arm medium-fast,2,11,12,2,5.3999999999999995,71,32.21268686679174,8.24456431608863,5.5,91.66666666666666,35.5,13.148148148148149,12.129203699079373
2022,34538,Luke WP Wells,England,Left-hand bat,Right-arm Leg-Break,11,166,132,9,31.0,258,428.9667333333333,28.903857736549405,15.090909090909092,125.75757575757575,28.666666666666668,8.32258064516129,3.459745785890316
2022,34910,Hassan Eisakhil,Pakistan,Right-hand bat,Right-arm offbreak,14,287,257,0,0.0,0,457.598,36.572339088871914,20.5,111.67315175097276,inf,0.0,2.734306924066216
2022,34960,Vedant Naik,India,Right-hand bat,Right-arm offbreak,1,0,0,0,2.0,10,-2.0,,0.0,0.0,inf,5.0,0.0
2022,34961,Tunish Sawkar,India,Right-hand bat,Right-arm medium-fast,3,82,69,0,0.0,0,121.0296,16.280015194096105,27.333333333333332,118.84057971014492,inf,0.0,6.142500409721035
2022,34967,Ashwin Das,India,Right-hand bat,Right-arm medium,3,18,12,1,8.2,57,56.63636363636363,18.967136287620438,6.0,150.0,57.0,6.951219512195123,5.272277189533798
2022,34968,Pukhraj Mann,India,Left-hand bat,Slow left-arm orthodox,1,10,10,0,0.0,0,11.0,,10.0,100.0,inf,0.0,0.0
2022,34969,Manav Suthar,India,Left-hand bat,Slow left-arm orthodox,1,0,1,2,3.0,15,43.0,,0.0,0.0,7.5,5.0,0.0
2022,34971,Anirudh Singh,India,Right-hand bat,Right-arm offbreak,1,7,3,2,3.0,16,57.999766666666666,,7.0,233.33333333333334,8.0,5.333333333333333,0.0
2022,34973,Deepak Khatri,India,Right-hand bat,Right-arm medium,1,3,6,1,4.0,23,27.75,,3.0,50.0,23.0,5.75,0.0
2022,34974,Sridam Tapan Paul,India,Right-hand bat,Right-arm medium,1,17,10,0,0.0,0,31.9,,17.0,170.0,inf,0.0,0.0
2022,34977,Trishank Gupta,South Africa,Right-hand bat,Right-arm Leg-Break,1,0,0,0,2.0,12,-2.0,,0.0,0.0,inf,6.0,0.0
2022,34982,Chingakham Bidash,India,Right-hand bat,Right-arm medium,2,13,10,0,1.0,7,15.7772,11.156165108136397,6.5,130.0,inf,7.0,8.963653641793824
2022,34989,Satyam Baliyan,India,Right-hand bat,Right-arm medium-fast,1,0,0,0,2.0,10,0.0,,0.0,0.0,inf,5.0,0.0
2022,34991,Rajan Kumar,India,Left-hand bat,Left-arm medium-fast,3,0,0,6,11.0,52,150.0,6.557438524302,0.0,0.0,8.666666666666666,4.7272727272727275,15.249857033260467
2022,34992,Merenka Jamir,India,Right-hand bat,Right-arm medium-fast,1,0,0,0,1.0,19,-19.0,,0.0,0.0,inf,19.0,0.0
2022,34994,Pieter Mardi,India,Right-hand bat,Right-arm Leg-Break,1,0,0,0,2.0,23,-9.5,,0.0,0.0,inf,11.5,0.0
2022,34995,Raghuvendra Singh,India,Right-hand bat,Right-arm medium-fast,1,7,7,1,3.0,26,22.333333333333336,,7.0,100.0,26.0,8.666666666666666,0.0
2022,34998,Piyush Dahiya,India,Right-hand bat,Right-arm medium,1,7,11,0,0.0,0,4.4548000000000005,,7.0,63.63636363636363,inf,0.0,0.0
2022,34999,Yuvraj Singh,India,Right-hand bat,Right-arm offbreak,1,13,12,0,0.0,0,17.082900000000002,,13.0,108.33333333333333,inf,0.0,0.0
2022,35066,Susheel Kumar,India,Left-hand bat,Left-arm medium-fast,2,0,0,1,6.2,60,11.625,19.533824830278377,0.0,0.0,60.0,9.67741935483871,5.1193251126627874
2022,35067,Harsh Desai,India,Left-hand bat,Right-arm medium-fast,3,52,45,0,0.0,0,71.8264,15.68946788305242,17.333333333333332,115.55555555555554,inf,0.0,6.373702457303784
2022,35069,Chanchal Rathore,India,Right-hand bat,Right-arm offbreak,2,43,43,0,0.0,0,60.1408,23.98421348971027,21.5,100.0,inf,0.0,4.169409184207858
2022,35070,Kamal Tripathi,India,Right-hand bat,Right-arm offbreak,3,0,0,5,10.0,61,112.5,54.57162724346783,0.0,0.0,12.2,6.1,1.832454061775662
2022,35071,Kunal Ajay Rathore,India,Left-hand bat,Right-arm medium,2,29,12,0,0.0,0,92.125,21.124815087948107,14.5,241.66666666666666,inf,0.0,4.733769246437138
2022,35074,Yogesh Sharma,India,Right-hand bat,Slow left-arm orthodox,1,1,1,0,4.0,26,6.5,,1.0,100.0,inf,6.5,0.0
2022,35075,Jayram Reddy,India,Right-hand bat,Right-arm medium-fast,1,0,0,0,0.0,0,8.0,,0.0,0.0,inf,0.0,0.0
2022,35076,Aniketh Reddy,India,Right-hand bat,Slow left-arm orthodox,1,0,0,2,4.0,19,48.25,,0.0,0.0,9.5,4.75,0.0
2022,35259,Ruwantha Prasad Kellepotha,Sri Lanka,Right-hand bat,Right-arm Leg-Break,2,2,4,3,8.0,65,63.0833,11.019057103264327,1.0,50.0,21.666666666666668,8.125,9.075186657338914
2022,35318,Sakib Hussain,India,Right-hand bat,Right-arm medium-fast,2,0,0,4,4.0,47,64.5,61.87184335382291,0.0,0.0,11.75,11.75,1.616244071283537
2022,35388,Bikash Singh,India,Right-hand bat,Left-arm medium,1,13,28,0,0.0,0,6.035900000000001,,13.0,46.42857142857143,inf,0.0,0.0
2022,37048,Joel Davies,Australia,Left-hand bat,Right-arm offbreak,2,10,10,0,5.0,46,14.833333333333332,8.367430244040811,5.0,100.0,inf,9.2,11.95110052709658
2022,37757,R Vimal Khumar,India,Left-hand bat,None,1,43,37,0,0.0,0,53.9746,,43.0,116.21621621621621,inf,0.0,0.0
2022,37940,Ross Pawson,Australia,Right-hand bat,Right-arm fast-medium,1,0,0,0,2.1,32,-14.238095238095237,,0.0,0.0,inf,15.238095238095237,0.0
2022,38855,Mohammad Saifuddin,Bangladesh,Left-hand bat,Right-arm medium-fast,3,0,0,1,9.0,93,10.833333333333334,7.379275283095468,0.0,0.0,93.0,10.333333333333334,13.55146625700239
2022,39201,Nabil Samad,Bangladesh,Left-hand bat,Slow left-arm orthodox,7,2,3,6,26.0,132,190.83339999999998,16.122392098716677,0.2857142857142857,66.66666666666666,22.0,5.076923076923077,6.202553528515156
2022,47017,Mohammad Jnr,Pakistan,Right-hand bat,Left-arm medium-fast,3,0,0,1,10.0,93,13.333333333333332,15.564679863693286,0.0,0.0,93.0,9.3,6.424802879066179
2022,47340,Karan Patel,India,Left-hand bat,Slow left-arm orthodox,3,1,1,1,9.0,63,28.666666666666668,10.551899951790322,0.3333333333333333,100.0,63.0,7.0,9.476966276867815
2022,48142,Shykat Ali,Bangladesh,Right-hand bat,Right-arm medium,4,112,93,0,0.0,0,183.8994,53.29092230480409,28.0,120.43010752688173,inf,0.0,1.8764921993287618
2022,48395,Mohammad Gul Alizai,Afghanistan,Right-hand bat,Right-arm medium,1,0,0,1,2.1,20,15.476190476190476,,0.0,0.0,20.0,9.523809523809524,0.0
2022/23,47,Virat Kohli,India,Right-hand bat,Right-arm medium,2,52,37,0,0.0,0,103.7499,71.94818569640934,26.0,140.54054054054055,inf,0.0,1.3898891130063704
2022/23,88,Faf du Plessis,South Africa,Right-hand bat,Right-arm Leg-Break,10,369,250,0,0.0,0,722.0579,80.49484878112732,36.9,147.6,inf,0.0,1.2423155209833232
2022/23,126,Rohit Sharma,India,Right-hand bat,Right-arm offbreak,3,43,41,0,0.0,0,66.97460000000001,31.990658246640276,14.333333333333334,104.8780487804878,inf,0.0,3.1259125470011924
2022/23,143,Dinesh Karthik,India,Right-hand bat,Right-arm offbreak,2,63,28,0,0.0,0,167.0492,41.34934182208951,31.5,225.0,inf,0.0,2.4184181801553692
2022/23,274,Martin Guptill,New Zealand,Right-hand bat,Right-arm offbreak,1,34,27,0,0.0,0,55.8162,,34.0,125.92592592592592,inf,0.0,0.0
2022/23,278,Tim Southee,New Zealand,Right-hand bat,Right-arm medium-fast,7,7,9,13,27.0,219,319.7,18.740149793577274,1.0,77.77777777777779,16.846153846153847,8.11111111111111,5.336136642529535
2022/23,295,Wayne Parnell,South Africa,Left-hand bat,Left-arm medium-fast,12,88,76,12,37.4,308,462.4426753587352,36.53689883729513,7.333333333333333,115.78947368421053,25.666666666666668,8.23529411764706,2.736959161348547
2022/23,305,Ravichandran Ashwin,India,Right-hand bat,Right-arm offbreak,3,2,4,0,12.0,80,19.0,8.16368993368399,0.6666666666666666,50.0,inf,6.666666666666667,12.249362826409241
2022/23,360,Bhuvneshwar Kumar,India,Right-hand bat,Right-arm medium,2,1,1,1,7.0,47,40.25,9.722718241315029,0.5,100.0,47.0,6.714285714285714,10.2851895445316
2022/23,403,Umesh Yadav,India,Right-hand bat,Right-arm fast-medium,1,20,17,1,3.0,34,40.196666666666665,,20.0,117.64705882352942,34.0,11.333333333333334,0.0
2022/23,478,Eoin Morgan,England,Left-hand bat,Right-arm medium,6,128,88,0,0.0,0,245.4656,45.983204157764675,21.333333333333332,145.45454545454547,inf,0.0,2.17470708776422
2022/23,479,Adil Rashid,England,Right-hand bat,Right-arm Leg-Break,10,20,14,14,36.4,275,346.3833333333333,15.804466961145064,2.0,142.85714285714286,19.642857142857142,7.554945054945056,6.327325068656084
2022/23,499,Shakib Al Hasan,Bangladesh,Left-hand bat,Slow left-arm orthodox,3,154,102,0,10.0,91,247.45500000000004,57.28936541899476,51.333333333333336,150.98039215686273,inf,9.1,1.7455246583486186
2022/23,768,Reeza Hendricks,South Africa,Right-hand bat,Right-arm offbreak,10,239,220,0,5.0,16,378.7332,60.641480176559014,23.9,108.63636363636364,inf,3.2,1.6490362654217505
2022/23,772,Rilee Rossouw,South Africa,Left-hand bat,Right-arm offbreak,15,302,192,1,1.0,3,632.1042,62.94851345817923,20.133333333333333,157.29166666666669,3.0,3.0,1.5885998652920768
2022/23,796,Matthew Wade,Australia,Left-hand bat,Right-arm medium,3,66,41,0,0.0,0,155.74439999999998,47.93971395325591,22.0,160.97560975609758,inf,0.0,2.0859532056763204
2022/23,813,Jos Buttler,England,Right-hand bat,Right-arm medium,11,391,295,0,0.0,0,675.3352,34.695958410727165,35.54545454545455,132.54237288135593,inf,0.0,2.8821800745842023
2022/23,1058,Aaron Phangiso,South Africa,Right-hand bat,Slow left-arm orthodox,6,39,37,10,20.0,141,279.363,29.416689846072074,6.5,105.40540540540539,14.1,7.05,3.3994307491178417
2022/23,1062,Jon Jon Smuts,South Africa,Right-hand bat,Slow left-arm orthodox,9,202,161,3,17.4,116,374.2747,41.14577002941965,22.444444444444443,125.46583850931677,38.666666666666664,6.666666666666667,2.430383486042404
2022/23,1063,Colin Ingram,South Africa,Left-hand bat,Right-arm Leg-Break,4,72,71,1,4.0,37,153.7058,37.972369922133296,18.0,101.40845070422534,37.0,9.25,2.6334937799526728
2022/23,1072,Dane Vilas,South Africa,Right-hand bat,None,9,148,137,0,0.0,0,199.54289999999997,20.411773936260413,16.444444444444443,108.02919708029196,inf,0.0,4.899133231255094
2022/23,1077,David Miller,South Africa,Left-hand bat,Right-arm offbreak,14,352,230,0,0.0,0,783.4347,66.44709226083768,25.142857142857142,153.04347826086956,inf,0.0,1.5049567497619094
2022/23,1187,Jason Roy,England,Right-hand bat,Right-arm medium-fast,11,171,163,0,0.0,0,255.3487,30.219504172729845,15.545454545454545,104.9079754601227,inf,0.0,3.3091211367471822
2022/23,1219,David Willey,England,Left-hand bat,Left-arm fast-medium,3,3,7,1,6.0,48,34.13333333333334,9.987232590403352,1.0,42.857142857142854,48.0,8.0,10.012783731109774
2022/23,1487,Adam Milne,New Zealand,Right-hand bat,Right-arm Fast,4,6,6,4,12.0,94,105.95,25.11309004616251,1.5,100.0,23.5,7.833333333333333,3.9819870759106695
2022/23,1568,Kane Williamson,New Zealand,Right-hand bat,Right-arm offbreak,5,190,158,0,0.0,0,269.2298,39.32600637953211,38.0,120.25316455696202,inf,0.0,2.542846558964266
2022/23,1612,Yuzvendra Chahal,India,Right-hand bat,Right-arm Leg-Break,2,0,0,2,7.0,61,39.833333333333336,27.695015596473112,0.0,0.0,30.5,8.714285714285714,3.6107580315908807
2022/23,1699,Suryakumar Yadav,India,Right-hand bat,Right-arm offbreak,5,243,122,0,0.0,0,578.0526,109.18282744088927,48.6,199.18032786885246,inf,0.0,0.9158949474370337
2022/23,1813,Deepak Chahar,India,Right-hand bat,Right-arm medium,3,31,17,3,12.0,96,137.5285,38.809239931791154,10.333333333333334,182.35294117647058,32.0,8.0,2.576705964243416
2022/23,1842,Lewis Gregory,England,Right-hand bat,Right-arm medium-fast,3,4,10,1,2.3,17,6.466733333333333,17.44786787360607,1.3333333333333333,40.0,17.0,7.391304347826088,5.731359311315802
2022/23,1915,Adam Rossington,England,Right-hand bat,Right-arm medium,10,246,148,0,0.0,0,590.2333,66.49731027309049,24.6,166.2162162162162,inf,0.0,1.5038202235446967
2022/23,1941,Devon Conway,New Zealand,Left-hand bat,Right-arm medium,7,317,260,0,0.0,0,475.6803,38.2216420885129,45.285714285714285,121.92307692307693,inf,0.0,2.6163187800362433
2022/23,1944,Keshav Maharaj,South Africa,Right-hand bat,Slow left-arm orthodox,11,75,71,8,34.0,259,300.3899,23.03999183558313,6.818181818181818,105.63380281690141,32.375,7.617647058823529,4.3402793157920865
2022/23,1955,James Fuller,England,Right-hand bat,Right-arm fast-medium,6,76,49,0,12.0,127,140.8942,24.294286082808306,12.666666666666666,155.10204081632654,inf,10.583333333333334,4.116194221931236
2022/23,2084,Malusi Siboto,South Africa,Left-hand bat,Right-arm medium,1,0,0,1,2.0,39,2.5,,0.0,0.0,39.0,19.5,0.0
2022/23,2089,Simon Harmer,South Africa,Right-hand bat,Right-arm offbreak,3,5,3,0,6.0,62,10.666833333333333,5.315851558032545,1.6666666666666667,166.66666666666669,inf,10.333333333333334,18.811661482325345
2022/23,2210,Sabbir Rahman,Bangladesh,Right-hand bat,Right-arm Leg-Break,1,14,18,0,0.0,0,11.8892,,14.0,77.77777777777779,inf,0.0,0.0
2022/23,2213,Soumya Sarkar,Bangladesh,Left-hand bat,Right-arm medium-fast,2,27,21,1,3.0,27,48.616699999999994,4.678713439077025,13.5,128.57142857142858,27.0,9.0,21.37339704645966
2022/23,2261,Harshal Patel,India,Right-hand bat,Right-arm medium,4,17,12,3,15.4,148,74.84860588235294,21.995451237534404,4.25,141.66666666666669,49.333333333333336,9.61038961038961,4.546394566770869
2022/23,2315,Reece Topley,England,Right-hand bat,Left-arm medium-fast,8,5,3,10,26.0,205,222.08350000000002,20.879174863002163,0.625,166.66666666666669,20.5,7.884615384615385,4.789461300848613
2022/23,2320,Trent Boult,New Zealand,Right-hand bat,Left-arm fast-medium,4,2,2,3,16.0,97,96.75,16.979614002287175,0.5,100.0,32.333333333333336,6.0625,5.889415388743813
2022/23,2321,Olly Stone,England,Right-hand bat,Right-arm fast-medium,3,0,0,6,9.3,90,112.26515151515152,48.86669613002518,0.0,0.0,15.0,9.677419354838708,2.0463834864939225
2022/23,2334,Dwaine Pretorius,South Africa,Right-hand bat,Right-arm medium-fast,9,28,32,12,24.3,236,287.4802121212121,19.02110047060398,3.111111111111111,87.5,19.666666666666668,9.7119341563786,5.257319373006008
2022/23,2343,Beuran Hendricks,South Africa,Left-hand bat,Left-arm fast-medium,1,0,0,0,2.0,20,4.0,,0.0,0.0,inf,10.0,0.0
2022/23,2359,Prenelan Subrayen,South Africa,Right-hand bat,Right-arm offbreak,6,10,16,6,16.4,123,117.8926,20.46245961684741,1.6666666666666667,62.5,20.5,7.500000000000001,4.8869980379908355
2022/23,2361,Temba Bavuma,South Africa,Right-hand bat,Right-arm medium,7,55,57,0,0.0,0,101.655,30.5401868932754,7.857142857142857,96.49122807017544,inf,0.0,3.2743741991316644
2022/23,2390,Hardus Viljoen,South Africa,Right-hand bat,Right-arm Fast,4,2,8,3,12.1,130,39.16817419354839,23.58694346079287,0.5,25.0,43.333333333333336,10.743801652892563,4.239633684043202
2022/23,2416,Kyle Mayers,West Indies,Left-hand bat,Right-arm medium,7,162,121,2,10.0,44,330.48789999999997,31.649668196673463,23.142857142857142,133.88429752066116,22.0,4.4,3.15959078555239
2022/23,2439,Akila Dananjaya,Sri Lanka,Left-hand bat,Right-arm offbreak,2,4,9,1,7.0,58,21.694266666666667,7.640807315693517,2.0,44.44444444444444,58.0,8.285714285714286,13.087622271878153
2022/23,2477,Theunis De Bruyn,South Africa,Right-hand bat,Right-arm offbreak,12,238,197,0,0.0,0,352.0101,26.782418231068377,19.833333333333332,120.81218274111676,inf,0.0,3.7337927866422875
2022/23,2483,Lizaad Williams,South Africa,Left-hand bat,Right-arm medium-fast,3,17,18,5,9.1,70,119.10764552845528,37.878598345971476,5.666666666666667,94.44444444444444,14.0,7.6923076923076925,2.6400132097452693
2022/23,2485,Babar Azam,Pakistan,Right-hand bat,Right-arm offbreak,5,192,155,0,0.0,0,285.9864,47.834049203386506,38.4,123.87096774193549,inf,0.0,2.0905610473160676
2022/23,2490,Mohammad Nawaz,Pakistan,Left-hand bat,Slow left-arm orthodox,5,107,67,6,19.0,167,332.3276666666667,48.88806589310819,21.4,159.7014925373134,27.833333333333332,8.789473684210526,2.0454889792254414
2022/23,2526,Ish Sodhi,New Zealand,Right-hand bat,Right-arm Leg-Break,7,5,10,6,24.2,223,103.90919090909091,17.8823338725649,0.7142857142857143,50.0,37.166666666666664,9.214876033057852,5.59211122623206
2022/23,2633,Jason Holder,West Indies,Right-hand bat,Right-arm medium-fast,7,75,62,2,17.1,181,150.9400804878049,20.641035083864047,10.714285714285714,120.96774193548387,90.5,10.584795321637426,4.844718280536917
2022/23,2680,Nurul Hasan,Bangladesh,Right-hand bat,Right-arm medium,4,37,31,0,0.0,0,66.86030000000001,27.129767158525954,9.25,119.35483870967742,inf,0.0,3.685988140468557
2022/23,2681,Taskin Ahmed,Bangladesh,Left-hand bat,Right-arm Fast,3,5,10,2,12.0,91,68.25,28.886631856275663,1.6666666666666667,50.0,45.5,7.583333333333333,3.4618089259262277
2022/23,2876,Axar Patel,India,Left-hand bat,Slow left-arm orthodox,3,9,8,2,9.0,82,41.875,16.05183660312219,3.0,112.5,41.0,9.11111111111111,6.229816716459058
2022/23,2892,Asif Ali,Pakistan,Right-hand bat,Right-arm medium-fast,5,32,28,0,0.0,0,56.75,13.612494260788505,6.4,114.28571428571428,inf,0.0,7.346192261623586
2022/23,2930,Rassie van der Dussen,South Africa,Right-hand bat,Right-arm Leg-Break,10,243,199,0,0.0,0,363.9628,32.19923141587217,24.3,122.1105527638191,inf,0.0,3.105664191434904
2022/23,3056,Iftikhar Ahmed,Pakistan,Right-hand bat,Right-arm offbreak,5,65,49,0,3.0,26,85.7675,22.991088599716196,13.0,132.6530612244898,inf,8.666666666666666,4.349511314624502
2022/23,3097,Shan Masood,Pakistan,Left-hand bat,Right-arm medium-fast,4,64,57,0,0.0,0,103.2071,21.44709356911794,16.0,112.28070175438596,inf,0.0,4.662636439652216
2022/23,3275,Alzarri Joseph,West Indies,Right-hand bat,Right-arm fast-medium,7,20,21,4,25.1,210,132.13114193548387,19.59635611854956,2.857142857142857,95.23809523809523,52.5,8.366533864541832,5.102989524942434
2022/23,3280,Nazmul Hossain Shanto,Bangladesh,Left-hand bat,Right-arm offbreak,3,56,56,0,0.0,0,97.2344,15.43723682733841,18.666666666666668,100.0,inf,0.0,6.477843225343674
2022/23,3281,Mosaddek Hossain,Bangladesh,Right-hand bat,Right-arm offbreak,3,11,15,0,5.0,48,-13.4,3.0989245446337237,3.6666666666666665,73.33333333333333,inf,9.6,32.26925940264204
2022/23,3282,Mehidy Hasan Miraz,Bangladesh,Right-hand bat,Right-arm offbreak,2,15,16,1,4.0,24,34.091,18.449123027938214,7.5,93.75,24.0,6.0,5.420311840761546
2022/23,3298,Jofra Archer,England,Right-hand bat,Right-arm Fast,6,5,7,10,23.0,179,236.50006666666667,24.920598887057864,0.8333333333333334,71.42857142857143,17.9,7.782608695652174,4.012744655664495
2022/23,3323,Jimmy Neesham,New Zealand,Left-hand bat,Right-arm medium-fast,19,204,161,14,35.2,294,657.6625333333333,33.28259516017115,10.736842105263158,126.70807453416148,21.0,8.352272727272727,3.0045733969588015
2022/23,3330,Hardik Pandya,India,Right-hand bat,Right-arm medium-fast,2,43,31,0,0.0,0,68.001,29.699191916616183,21.5,138.70967741935485,inf,0.0,3.3670949795792837
2022/23,3374,Mark Chapman,New Zealand,Left-hand bat,Slow left-arm orthodox,5,71,50,0,0.0,0,155.22840000000002,27.29087643905926,14.2,142.0,inf,0.0,3.6642282347839132
2022/23,3520,Ayabulela Gqamane,South Africa,Right-hand bat,Right-arm fast-medium,1,0,0,0,1.0,12,-11.0,,0.0,0.0,inf,12.0,0.0
2022/23,3521,Christiaan Jonker,South Africa,Right-hand bat,Right-arm medium-fast,2,13,18,0,0.0,0,12.277199999999999,8.398448661508862,6.5,72.22222222222221,inf,0.0,11.90696091985565
2022/23,3539,Ben McDermott,Australia,Right-hand bat,Right-arm offbreak,3,46,31,0,0.0,0,93.6118,43.19359020691998,15.333333333333334,148.38709677419354,inf,0.0,2.3151583260605912
2022/23,3605,Aiden Markram,South Africa,Right-hand bat,Right-arm offbreak,14,424,329,11,27.0,170,899.2576666666666,50.071791170346,30.285714285714285,128.87537993920972,15.454545454545455,6.296296296296297,1.9971324704522047
2022/23,3624,C Fortuin,South Africa,Right-hand bat,Right-arm fast-medium,1,11,14,0,0.0,0,8.6427,,11.0,78.57142857142857,inf,0.0,0.0
2022/23,3625,Sibonelo Makhanya,South Africa,Right-hand bat,Right-arm medium,6,16,11,0,0.0,0,45.833200000000005,7.446418179679855,2.6666666666666665,145.45454545454547,inf,0.0,13.4292753357426
2022/23,3627,Andile Phehlukwayo,South Africa,Left-hand bat,Right-arm fast-medium,3,21,25,6,12.0,98,134.66219999999998,32.49950537038987,7.0,84.0,16.333333333333332,8.166666666666666,3.076969906474622
2022/23,3628,Kagiso Rabada,South Africa,Left-hand bat,Right-arm Fast,11,14,21,13,43.0,328,344.5381,26.295253883823353,1.2727272727272727,66.66666666666666,25.23076923076923,7.627906976744186,3.8029676549926474
2022/23,3629,Corbin Bosch,South Africa,Right-hand bat,Right-arm fast-medium,1,20,29,0,0.0,0,13.794,,20.0,68.96551724137932,inf,0.0,0.0
2022/23,3647,Shreyas Iyer,India,Right-hand bat,Right-arm offbreak,3,14,14,0,0.0,0,30.0272,17.120161991445446,4.666666666666667,100.0,inf,0.0,5.841066226474243
2022/23,3648,Deepak Hooda,India,Right-hand bat,Right-arm offbreak,2,9,10,4,3.5,13,93.0,53.033008588991066,4.5,90.0,3.25,3.7142857142857144,1.8856180831641267
2022/23,3672,Kusal Mendis,Sri Lanka,Right-hand bat,Right-arm Leg-Break,7,223,150,0,0.0,0,412.6305,55.08722260619755,31.857142857142858,148.66666666666666,inf,0.0,1.8153029916732373
2022/23,4007,Ryan Rickelton,South Africa,Left-hand bat,None,7,146,129,0,0.0,0,246.8572,25.738518748847262,20.857142857142858,113.17829457364341,inf,0.0,3.8852274668867124
2022/23,4009,Janneman Malan,South Africa,Right-hand bat,Right-arm Leg-Break,3,23,37,0,0.0,0,27.2739,13.087421773214157,7.666666666666667,62.16216216216216,inf,0.0,7.640924372489362
2022/23,4011,Marques Ackerman,South Africa,Left-hand bat,Right-arm Leg-Break,1,8,9,0,0.0,0,7.1112,,8.0,88.88888888888889,inf,0.0,0.0
2022/23,4022,Daryn Dupavillon,South Africa,Right-hand bat,Right-arm Fast,1,5,6,0,3.0,40,-2.166833333333334,,5.0,83.33333333333334,inf,13.333333333333334,0.0
